title,listed_in,scored
bethany hamilton: unstoppable,"children & family movies, documentaries, sports movies",3.5
crip camp: a disability revolution,documentaries,3.5
curtiz,"dramas, international movies",3.5
the occupant,"independent movies, international movies, thrillers",3.5
tom segura: ball hog,stand-up comedy,3.6
freud,"crime tv shows, international tv shows, tv dramas",3.5
j-style trip,"international tv shows, reality tv",3.5
barbie dreamhouse adventures: go team roberts,kids' tv,3.6
a life of speed: the juan manuel fangio story,"documentaries, international movies, sports movies",3.5
archibald's next big thing,"kids' tv, tv comedies",3.5
dino girl gauko,"anime series, kids' tv",3.6
el silencio es bienvenido,"dramas, independent movies, international movies",3.5
greenhouse academy,"kids' tv, tv dramas, teen tv shows",3.6
self made: inspired by the life of madam c.j. walker,tv dramas,3.6
she,"crime tv shows, international tv shows, tv dramas",3.5
the english game,"british tv shows, international tv shows, tv dramas",3.6
the letter for the king,"british tv shows, international tv shows, tv action & adventure",3.6
"tiger king: murder, mayhem and madness","crime tv shows, docuseries",3.6
ultras,"dramas, international movies, sports movies",3.6
vampires,"international tv shows, tv dramas, tv horror",3.5
3022,"independent movies, sci-fi & fantasy, thrillers",3.5
altered carbon: resleeved,"action & adventure, anime features, international movies",3.5
masameer - the movie,"comedies, international movies",3.5
alli wish,"dramas, romantic movies",3.6
caliphate,"international tv shows, tv dramas",3.5
lu over the wall,"anime features, music & musicals, sci-fi & fantasy",3.4
women of the night,"crime tv shows, international tv shows, tv dramas",3.6
xv: beyond the tryline,"documentaries, sports movies",3.5
bert kreischer: hey big boy,stand-up comedy,3.6
shaun the sheep: adventures from mossy bottom,"british tv shows, kids' tv, tv comedies",3.6
we speak dance,docuseries,3.5
search party,comedies,3.5
bypass road,"international movies, thrillers",3.5
digs & discoveries: all track's lead to rome,children & family movies,3.5
digs & discoveries: mines of mystery,children & family movies,3.6
ken burns presents: college behind bars: a film by lynn novick and produced by sarah botstein,docuseries,3.5
steam team to the rescue,children & family movies,3.5
jai mummy di,"comedies, international movies, romantic movies",3.5
100 humans,"docuseries, science & nature tv",3.6
baby mamas,"comedies, dramas, international movies",3.5
bloodride,"international tv shows, tv horror, tv mysteries",3.5
go karts,"children & family movies, dramas",3.5
justine,"dramas, independent movies",3.5
kingdom,"international tv shows, korean tv shows, tv action & adventure",3.5
lost girls,dramas,3.5
miracle in cell no. 7,"dramas, international movies",3.5
the valhalla murders,"crime tv shows, international tv shows, tv dramas",3.5
dirty money,"crime tv shows, docuseries",3.5
on my block,"romantic tv shows, tv comedies, tv dramas",3.5
the circle brazil,"international tv shows, reality tv",3.5
carmen sandiego: to steal or not to steal,children & family movies,3.4
marc maron: end times fun,stand-up comedy,3.5
sitara: let girls dream,"children & family movies, dramas",3.6
alakada reloaded,"comedies, international movies",3.5
all about love,"dramas, international movies, romantic movies",3.4
guilty,"dramas, international movies",3.6
i am jonas,"dramas, independent movies, international movies",3.6
miles davis: birth of the cool,"documentaries, music & musicals",3.6
spenser confidential,"action & adventure, comedies",3.4
twin murders: the silence of the white city,"international movies, thrillers",3.5
ugly delicious,docuseries,3.6
93 days,"dramas, international movies, thrillers",3.6
angu vaikuntapurathu (malayalam),"action & adventure, comedies, dramas",3.6
mighty little bheem: festival of colors,"kids' tv, tv comedies",3.6
tootsies & the fake,"comedies, international movies, lgbtq movies",3.5
aurora,"dramas, international movies",3.6
lil peep: everybody’s everything,"documentaries, music & musicals",3.5
the death of mr. lazarescu,"dramas, international movies",3.5
velvet,"international tv shows, romantic tv shows, spanish-language tv shows",3.5
freaks,"independent movies, sci-fi & fantasy, thrillers",3.5
luccas neto in: the end of christmas,"children & family movies, comedies, music & musicals",3.5
taylor tomlinson: quarter-life crisis,stand-up comedy,3.6
the last bomb of the second world war,"dramas, independent movies, international movies",3.5
uncovered,"dramas, international movies",3.5
w.e.,"dramas, romantic movies",3.5
fat ballerina - david a. arnold,stand-up comedy,3.6
akame ga kill!,"anime series, crime tv shows, international tv shows",3.5
babylon berlin,"crime tv shows, international tv shows, tv dramas",3.5
bhangra paa le,"comedies, dramas, international movies",3.5
calico critters mini episodes clover,kids' tv,3.6
calico critters: everyone's big dream flying in the sky,children & family movies,3.5
frank & lola,"dramas, thrillers",3.5
hugo,"children & family movies, dramas",3.5
ordinary world,"comedies, dramas, music & musicals",3.5
"pop, lock 'n roll","dramas, international movies, romantic movies",3.5
there will be blood,"dramas, independent movies",3.6
velvet colección: grand finale,"dramas, international movies, romantic movies",3.5
voulez-vous rire avec moi ce soir?,"documentaries, international movies",3.5
zz top: that little ol' band from texas,"documentaries, music & musicals",3.5
all the bright places,"dramas, romantic movies",3.5
always a witch,"international tv shows, spanish-language tv shows, tv comedies",3.6
amit tandon: family tandoncies,stand-up comedy,3.6
queen sono,"international tv shows, tv action & adventure, tv dramas",3.5
toy boy,"crime tv shows, international tv shows, spanish-language tv shows",3.5
unstoppable,"international tv shows, spanish-language tv shows, tv dramas",3.5
ala vaikunthapurramuloo,"action & adventure, comedies, dramas",3.5
altered carbon,"crime tv shows, tv action & adventure, tv dramas",3.6
followers,"international tv shows, tv dramas",3.5
pokémon: mewtwo strikes back - evolution,"anime features, children & family movies",3.6
six windows in the desert,tv shows,3.5
couple of days,"dramas, international movies, romantic movies",3.6
gbomo gbomo express,"dramas, international movies",3.5
i am not okay with this,"tv comedies, tv dramas, tv sci-fi & fantasy",3.6
taxi driver,"comedies, dramas, independent movies",3.6
the arbitration,"dramas, international movies",3.6
the trials of gabriel fernandez,"crime tv shows, docuseries",3.7
the visit,"dramas, independent movies, international movies",3.6
when love happens,"international movies, romantic movies",3.5
pete davidson: alive from new york,stand-up comedy,3.6
full count,"children & family movies, dramas, faith & spirituality",3.6
"hi bye, mama!","international tv shows, korean tv shows, romantic tv shows",3.5
girl on the third floor,horror movies,3.5
unabomber - in his own words,"crime tv shows, docuseries",3.6
gentefied,"tv comedies, tv dramas",3.6
hyena,"international tv shows, korean tv shows, romantic tv shows",3.5
passion. panache. pep,"international tv shows, reality tv",3.4
puerta 7,"crime tv shows, international tv shows, spanish-language tv shows",3.5
system crasher,"dramas, independent movies, international movies",3.5
the body,"international movies, thrillers",3.5
the last thing he wanted,"dramas, thrillers",3.5
yeh ballet,"dramas, international movies",3.5
pretville,"comedies, international movies, music & musicals",3.5
spectros,"international tv shows, tv horror, tv mysteries",3.5
untamed romania,"children & family movies, documentaries, international movies",3.5
dreamworks shrek's swamp stories,"kids' tv, tv action & adventure, tv comedies",3.6
by the sea,"dramas, romantic movies",3.6
miss virginia,"dramas, independent movies",3.5
mr. right,"action & adventure, comedies, romantic movies",3.5
on the real,"international tv shows, tv dramas",3.5
term life,"dramas, thrillers",3.5
the forest,"horror movies, independent movies",3.6
monster high: electrified,movies,3.5
talking tom and friends,"kids' tv, tv comedies",3.5
a shaun the sheep movie: farmageddon,"children & family movies, comedies",3.5
cuddle weather,"dramas, international movies, romantic movies",3.7
fanatyk,"comedies, dramas, independent movies",3.6
isi & ossi,"comedies, international movies, romantic movies",3.5
liefling,"comedies, international movies, music & musicals",3.6
panipat - the great betrayal,"dramas, international movies, romantic movies",3.6
taj mahal 1989,"international tv shows, romantic tv shows, tv comedies",3.4
the ghost and the tout,"comedies, international movies",3.6
dragon quest your story,"action & adventure, anime features, children & family movies",3.4
love is blind,"reality tv, romantic tv shows",3.5
narcos: mexico,"crime tv shows, tv action & adventure, tv dramas",3.5
palazuelos mi rey,"international tv shows, reality tv, spanish-language tv shows",3.6
sleepless society: insomnia,"crime tv shows, international tv shows, tv dramas",3.5
french toast,"comedies, international movies, romantic movies",3.6
to all the boys: p.s. i still love you,"comedies, romantic movies",3.6
we bare bears,"kids' tv, tv comedies",3.5
captain underpants epic choice-o-rama,"children & family movies, comedies",3.5
good time,"dramas, independent movies, thrillers",3.7
road to roma,"documentaries, international movies",3.6
love for sale 2,"dramas, international movies, romantic movies",3.5
better call saul,"crime tv shows, tv comedies, tv dramas",3.5
fronteras,"dramas, independent movies, thrillers",3.4
polaroid,horror movies,3.6
the coldest game,"dramas, international movies, thrillers",3.6
thottappan,"comedies, dramas, international movies",3.5
azali,"dramas, international movies",3.5
